id,code,name,state_id/id,country_id/id
vndistrict653,653,Huyện Krông Bông,vnstate66,base.vn
vndistrict654,654,Huyện Krông Pắc,vnstate66,base.vn
vndistrict655,655,Huyện Krông A Na,vnstate66,base.vn
vndistrict656,656,Huyện Lắk,vnstate66,base.vn
vndistrict657,657,Huyện Cư Kuin,vnstate66,base.vn
vndistrict660,660,Thị Xã Gia Nghĩa,vnstate67,base.vn
vndistrict661,661,Huyện Đắk Glong,vnstate67,base.vn
vndistrict662,662,Huyện Cư Jút,vnstate67,base.vn
vndistrict663,663,Huyện Đắk Mil,vnstate67,base.vn
vndistrict664,664,Huyện Krông Nô,vnstate67,base.vn
vndistrict665,665,Huyện Đắk Song,vnstate67,base.vn
vndistrict666,666,Huyện Đắk R'lấp,vnstate67,base.vn
vndistrict667,667,Huyện Tuy Đức,vnstate67,base.vn
vndistrict672,672,Thành Phố Đà Lạt,vnstate68,base.vn
vndistrict673,673,Thị Xã Bảo Lộc,vnstate68,base.vn
vndistrict674,674,Huyện Đam Rông,vnstate68,base.vn
vndistrict675,675,Huyện Lạc Dương,vnstate68,base.vn
vndistrict676,676,Huyện Lâm Hà,vnstate68,base.vn
vndistrict677,677,Huyện Đơn Dương,vnstate68,base.vn
vndistrict678,678,Huyện Đức Trọng,vnstate68,base.vn
vndistrict679,679,Huyện Di Linh,vnstate68,base.vn
vndistrict680,680,Huyện Bảo Lâm,vnstate68,base.vn
vndistrict681,681,Huyện Đạ Huoai,vnstate68,base.vn
vndistrict682,682,Huyện Đạ Tẻh,vnstate68,base.vn
vndistrict683,683,Huyện Cát Tiên,vnstate68,base.vn
vndistrict688,688,Thị Xã Đồng Xoài,vnstate70,base.vn
vndistrict689,689,Thị Xã Phước Long,vnstate70,base.vn
vndistrict690,690,Thị Xã Bình Long,vnstate70,base.vn
vndistrict691,691,Huyện Bù Gia Mập,vnstate70,base.vn
vndistrict692,692,Huyện Lộc Ninh,vnstate70,base.vn
vndistrict693,693,Huyện Bù Đốp,vnstate70,base.vn
vndistrict694,694,Huyện Hớn Quản,vnstate70,base.vn
vndistrict695,695,Huyện Đồng Phù,vnstate70,base.vn
vndistrict696,696,Huyện Bù Đăng,vnstate70,base.vn
vndistrict697,697,Huyện Chơn Thành,vnstate70,base.vn
vndistrict703,703,Thị Xã Tây Ninh,vnstate72,base.vn
vndistrict705,705,Huyện Tân Biên,vnstate72,base.vn
vndistrict706,706,Huyện Tân Châu,vnstate72,base.vn
vndistrict707,707,Huyện Dương Minh Châu,vnstate72,base.vn
vndistrict708,708,Huyện Châu Thành,vnstate72,base.vn
vndistrict709,709,Huyện Hòa Thành,vnstate72,base.vn
vndistrict710,710,Huyện Gò Dầu,vnstate72,base.vn
vndistrict711,711,Huyện Bến Cầu,vnstate72,base.vn
vndistrict712,712,Huyện Trảng Bàng,vnstate72,base.vn
vndistrict718,718,Thị Xã Thủ Dầu Một,vnstate74,base.vn
vndistrict720,720,Huyện Dầu Tiếng,vnstate74,base.vn
vndistrict721,721,Huyện Bến Cát,vnstate74,base.vn
vndistrict722,722,Huyện Phú Giáo,vnstate74,base.vn
vndistrict723,723,Huyện Tân Uyên,vnstate74,base.vn
vndistrict724,724,Huyện Dĩ An,vnstate74,base.vn
vndistrict725,725,Huyện Thuận An,vnstate74,base.vn
vndistrict731,731,Thành Phố Biên Hòa,vnstate75,base.vn
vndistrict732,732,Thị Xã Long Khánh,vnstate75,base.vn
vndistrict734,734,Huyện Tân Phú,vnstate75,base.vn
vndistrict735,735,Huyện Vĩnh Cửu,vnstate75,base.vn
vndistrict736,736,Huyện Định Quán,vnstate75,base.vn
vndistrict737,737,Huyện Trảng Bom,vnstate75,base.vn
vndistrict738,738,Huyện Thống Nhất,vnstate75,base.vn
vndistrict739,739,Huyện Cẩm Mỹ,vnstate75,base.vn
vndistrict740,740,Huyện Long Thành,vnstate75,base.vn
vndistrict741,741,Huyện Xuân Lộc,vnstate75,base.vn
vndistrict742,742,Huyện Nhơn Trạch,vnstate75,base.vn
vndistrict747,747,Thành Phố Vũng Tầu,vnstate77,base.vn
vndistrict748,748,Thị Xã Bà Rịa,vnstate77,base.vn
vndistrict750,750,Huyện Châu Đức,vnstate77,base.vn
vndistrict751,751,Huyện Xuyên Mộc,vnstate77,base.vn
vndistrict752,752,Huyện Long Điền,vnstate77,base.vn
vndistrict753,753,Huyện Đất Đỏ,vnstate77,base.vn
vndistrict754,754,Huyện Tân Thành,vnstate77,base.vn
vndistrict755,755,Huyện Côn Đảo,vnstate77,base.vn
vndistrict760,760,Quận 1,vnstate79,base.vn
vndistrict761,761,Quận 12,vnstate79,base.vn
vndistrict762,762,Quận Thủ Đức,vnstate79,base.vn
vndistrict763,763,Quận 9,vnstate79,base.vn
vndistrict764,764,Quận Gò Vấp,vnstate79,base.vn
vndistrict765,765,Quận Bình Thạnh,vnstate79,base.vn
vndistrict766,766,Quận Tân Bình,vnstate79,base.vn
vndistrict767,767,Quận Tân Phú,vnstate79,base.vn
vndistrict768,768,Quận Phú Nhuận,vnstate79,base.vn
vndistrict769,769,Quận 2,vnstate79,base.vn
vndistrict770,770,Quận 3,vnstate79,base.vn
vndistrict771,771,Quận 10,vnstate79,base.vn
vndistrict772,772,Quận 11,vnstate79,base.vn
vndistrict773,773,Quận 4,vnstate79,base.vn
vndistrict774,774,Quận 5,vnstate79,base.vn
vndistrict775,775,Quận 6,vnstate79,base.vn
vndistrict776,776,Quận 8,vnstate79,base.vn
vndistrict777,777,Quận Bình Tân,vnstate79,base.vn
vndistrict778,778,Quận 7,vnstate79,base.vn
vndistrict783,783,Huyện Củ Chi,vnstate79,base.vn
vndistrict784,784,Huyện Hóc Môn,vnstate79,base.vn
vndistrict785,785,Huyện Bình Chánh,vnstate79,base.vn
vndistrict786,786,Huyện Nhà Bè,vnstate79,base.vn
vndistrict787,787,Huyện Cần Giờ,vnstate79,base.vn
vndistrict794,794,Thành Phố Tân An,vnstate80,base.vn
vndistrict796,796,Huyện Tân Hưng,vnstate80,base.vn
vndistrict797,797,Huyện Vĩnh Hưng,vnstate80,base.vn
vndistrict798,798,Huyện Mộc Hóa,vnstate80,base.vn
vndistrict799,799,Huyện Tân Thạnh,vnstate80,base.vn
vndistrict800,800,Huyện Thạnh Hóa,vnstate80,base.vn
vndistrict801,801,Huyện Đức Huệ,vnstate80,base.vn
vndistrict802,802,Huyện Đức Hòa,vnstate80,base.vn
vndistrict803,803,Huyện Bến Lức,vnstate80,base.vn
vndistrict804,804,Huyện Thủ Thừa,vnstate80,base.vn
vndistrict805,805,Huyện Tân Trụ,vnstate80,base.vn
vndistrict806,806,Huyện Cần Đước,vnstate80,base.vn
vndistrict807,807,Huyện Cần Giuộc,vnstate80,base.vn
vndistrict808,808,Huyện Châu Thành,vnstate80,base.vn
vndistrict815,815,Thành Phố Mỹ Tho,vnstate82,base.vn
vndistrict816,816,Thị Xã Gò Công,vnstate82,base.vn
vndistrict818,818,Huyện Tân Phước,vnstate82,base.vn
vndistrict819,819,Huyện Cái Bè,vnstate82,base.vn
vndistrict820,820,Huyện Cai Lậy,vnstate82,base.vn
vndistrict821,821,Huyện Châu Thành,vnstate82,base.vn
vndistrict822,822,Huyện Chợ Gạo,vnstate82,base.vn
vndistrict823,823,Huyện Gò Công Tây,vnstate82,base.vn
vndistrict824,824,Huyện Gò Công Đông,vnstate82,base.vn
vndistrict825,825,Huyện Tân Phú Đông,vnstate82,base.vn
vndistrict829,829,Thành Phố Bến Tre,vnstate83,base.vn
vndistrict831,831,Huyện Châu Thành,vnstate83,base.vn
vndistrict832,832,Huyện Chợ Lách,vnstate83,base.vn
vndistrict833,833,Huyện Mỏ Cày Nam,vnstate83,base.vn
vndistrict834,834,Huyện Giồng Trôm,vnstate83,base.vn
vndistrict835,835,Huyện Bình Đại,vnstate83,base.vn
vndistrict836,836,Huyện Ba Tri,vnstate83,base.vn
vndistrict837,837,Huyện Thạnh Phú,vnstate83,base.vn
vndistrict838,838,Huyện Mỏ Cày Bắc,vnstate83,base.vn
vndistrict842,842,Thị Xã Trà Vinh,vnstate84,base.vn
vndistrict844,844,Huyện Càng Long,vnstate84,base.vn
vndistrict845,845,Huyện Cầu Kè,vnstate84,base.vn
vndistrict846,846,Huyện Tiểu Cần,vnstate84,base.vn
vndistrict847,847,Huyện Châu Thành,vnstate84,base.vn
vndistrict848,848,Huyện Cầu Ngang,vnstate84,base.vn
vndistrict849,849,Huyện Trà Cú,vnstate84,base.vn
vndistrict850,850,Huyện Duyên Hải,vnstate84,base.vn
vndistrict855,855,Thành Phố Vĩnh Long,vnstate86,base.vn
vndistrict857,857,Huyện Long Hồ,vnstate86,base.vn
vndistrict858,858,Huyện Mang Thít,vnstate86,base.vn
vndistrict859,859,Huyện Vũng Liêm,vnstate86,base.vn
vndistrict860,860,Huyện Tam Bình,vnstate86,base.vn
vndistrict861,861,Huyện Bình Minh,vnstate86,base.vn
vndistrict862,862,Huyện Trà Ôn,vnstate86,base.vn
vndistrict863,863,Huyện Bình Tân,vnstate86,base.vn
vndistrict866,866,Thành Phố Cao Lãnh,vnstate87,base.vn
vndistrict867,867,Thị Xã Sa Đéc,vnstate87,base.vn
vndistrict868,868,Thị Xã Hồng Ngự,vnstate87,base.vn
vndistrict869,869,Huyện Tân Hồng,vnstate87,base.vn
vndistrict870,870,Huyện Hồng Ngự,vnstate87,base.vn
vndistrict871,871,Huyện Tam Nông,vnstate87,base.vn
vndistrict872,872,Huyện Tháp Mười,vnstate87,base.vn
vndistrict873,873,Huyện Cao Lãnh,vnstate87,base.vn
vndistrict874,874,Huyện Thanh Bình,vnstate87,base.vn
vndistrict875,875,Huyện Lấp Vò,vnstate87,base.vn
vndistrict876,876,Huyện Lai Vung,vnstate87,base.vn
vndistrict877,877,Huyện Châu Thành,vnstate87,base.vn
vndistrict883,883,Thành Phố Long Xuyên,vnstate89,base.vn
vndistrict884,884,Thị Xã Châu Đốc,vnstate89,base.vn
vndistrict886,886,Huyện An Phú,vnstate89,base.vn
vndistrict887,887,Thị Xã Tân Châu,vnstate89,base.vn
vndistrict888,888,Huyện Phú Tân,vnstate89,base.vn
vndistrict889,889,Huyện Châu Phú,vnstate89,base.vn
vndistrict890,890,Huyện Tịnh Biên,vnstate89,base.vn
vndistrict891,891,Huyện Tri Tôn,vnstate89,base.vn
vndistrict892,892,Huyện Châu Thành,vnstate89,base.vn
vndistrict893,893,Huyện Chợ Mới,vnstate89,base.vn
vndistrict894,894,Huyện Thoại Sơn,vnstate89,base.vn
vndistrict899,899,Thành Phố Rạch Giá,vnstate91,base.vn
vndistrict900,900,Thị Xã Hà Tiên,vnstate91,base.vn
vndistrict902,902,Huyện Kiên Lương,vnstate91,base.vn
vndistrict903,903,Huyện Hòn Đất,vnstate91,base.vn
vndistrict904,904,Huyện Tân Hiệp,vnstate91,base.vn
vndistrict905,905,Huyện Châu Thành,vnstate91,base.vn
vndistrict906,906,Huyện Giồng Giềng,vnstate91,base.vn
vndistrict907,907,Huyện Gò Quao,vnstate91,base.vn
vndistrict908,908,Huyện An Biên,vnstate91,base.vn
vndistrict909,909,Huyện An Minh,vnstate91,base.vn
vndistrict910,910,Huyện Vĩnh Thuận,vnstate91,base.vn
vndistrict911,911,Huyện Phú Quốc,vnstate91,base.vn
vndistrict912,912,Huyện Kiên Hải,vnstate91,base.vn
vndistrict913,913,Huyện U Minh Thượng,vnstate91,base.vn
vndistrict914,914,Huyện Giang Thành,vnstate91,base.vn
vndistrict916,916,Quận Ninh Kiều,vnstate92,base.vn
vndistrict917,917,Quận Ô Môn,vnstate92,base.vn
vndistrict918,918,Quận Bình Thuỷ,vnstate92,base.vn
vndistrict919,919,Quận Cái Răng,vnstate92,base.vn
vndistrict923,923,Quận Thốt Nốt,vnstate92,base.vn
vndistrict924,924,Huyện Vĩnh Thạnh,vnstate92,base.vn
vndistrict925,925,Huyện Cờ Đỏ,vnstate92,base.vn
vndistrict926,926,Huyện Phong Điền,vnstate92,base.vn
vndistrict927,927,Huyện Thới Lai,vnstate92,base.vn
vndistrict930,930,Thị Xã Vị Thanh,vnstate93,base.vn
vndistrict931,931,Thị Xã Ngã Bảy,vnstate93,base.vn
vndistrict932,932,Huyện Châu Thành A,vnstate93,base.vn
vndistrict933,933,Huyện Châu Thành,vnstate93,base.vn
vndistrict934,934,Huyện Phụng Hiệp,vnstate93,base.vn
vndistrict935,935,Huyện Vị Thuỷ,vnstate93,base.vn
vndistrict936,936,Huyện Long Mỹ,vnstate93,base.vn
vndistrict941,941,Thành Phố Sóc Trăng,vnstate94,base.vn
vndistrict942,942,Huyện Châu Thành,vnstate94,base.vn
vndistrict943,943,Huyện Kế Sách,vnstate94,base.vn
vndistrict944,944,Huyện Mỹ Tú,vnstate94,base.vn
vndistrict945,945,Huyện Cù Lao Dung,vnstate94,base.vn
vndistrict946,946,Huyện Long Phú,vnstate94,base.vn
vndistrict947,947,Huyện Mỹ Xuyên,vnstate94,base.vn
vndistrict948,948,Huyện Ngã Năm,vnstate94,base.vn
vndistrict949,949,Huyện Thạnh Trị,vnstate94,base.vn
vndistrict950,950,Huyện Vĩnh Châu,vnstate94,base.vn
vndistrict951,951,Huyện Trần Đề,vnstate94,base.vn
vndistrict954,954,Thị Xã Bạc Liêu,vnstate95,base.vn
vndistrict956,956,Huyện Hồng Dân,vnstate95,base.vn
vndistrict957,957,Huyện Phước Long,vnstate95,base.vn
vndistrict958,958,Huyện Vĩnh Lợi,vnstate95,base.vn
vndistrict959,959,Huyện Giá Rai,vnstate95,base.vn
vndistrict960,960,Huyện Đông Hải,vnstate95,base.vn
vndistrict961,961,Huyện Hoà Bình,vnstate95,base.vn
vndistrict964,964,Thành Phố Cà Mau,vnstate96,base.vn
vndistrict966,966,Huyện U Minh,vnstate96,base.vn
vndistrict967,967,Huyện Thới Bình,vnstate96,base.vn
vndistrict968,968,Huyện Trần Văn Thời,vnstate96,base.vn
vndistrict969,969,Huyện Cái Nước,vnstate96,base.vn
vndistrict970,970,Huyện Đầm Dơi,vnstate96,base.vn
vndistrict971,971,Huyện Năm Căn,vnstate96,base.vn
vndistrict972,972,Huyện Phú Tân,vnstate96,base.vn
vndistrict973,973,Huyện Ngọc Hiển,vnstate96,base.vn
vndistrict974,974,Quận Nam Từ Liêm,vnstate01,base.vn
